,INSTNM,C100_4,GRAD CLASSES
1347,Cheyney University of Pennsylvania,0.110699996352,0
1348,Clarion University of Pennsylvania,0.29240000248,1
1349,Curtis Institute of Music,0.20000000298,1
1350,Delaware Valley University,0.512799978256,2
1351,Dickinson College,0.807500004768,4
1352,Drexel University,0.240999996662,1
1353,Duquesne University,0.647499978542,3
1354,East Stroudsburg University of Pennsylvania,0.36289998889,1
1355,Eastern University,0.527100026608,2
1356,Edinboro University of Pennsylvania,0.250999987125,1
1357,Elizabethtown College,0.645699977875,3
1358,Faith Theological Seminary,0.0908999964595,0
1359,Franklin and Marshall College,0.824800014496,4
1360,Gannon University,0.495700001717,2
1361,Geneva College,0.56099998951,2
1362,Gettysburg College,0.80110001564,4
1363,Gwynedd Mercy University,0.37839999795,1
1364,Haverford College,0.877699971199,4
1365,Holy Family University,0.372799992561,1
1366,Immaculata University,0.50830000639,2
1367,Indiana University of Pennsylvania-Main Campus,0.341600000858,1
1368,Juniata College,0.720200002193,3
1369,Keystone College,0.235300004482,1
1370,King's College,0.563499987125,2
1371,Kutztown University of Pennsylvania,0.375299990177,1
1372,La Roche College,0.267899990082,1
1373,La Salle University,0.556699991226,2
1374,Lafayette College,0.88330000639,4
1375,Lancaster Bible College,0.43520000577,2
1376,Lebanon Valley College,0.698700010777,3
1377,Lehigh University,0.755200028419,3
1378,Lincoln University,0.234500005841,1
1379,Lock Haven University,0.278200000525,1
1380,Lycoming College,0.523500025272,2
1381,Mansfield University of Pennsylvania,0.375900000334,1
1382,Marywood University,0.56400001049,2
1383,Mercyhurst University,0.59659999609,2
1384,Messiah College,0.746100008488,3
1385,Millersville University of Pennsylvania,0.387199997902,1
1386,Misericordia University,0.629599988461,3
1387,Moore College of Art and Design,0.48109999299,2
1388,Moravian College,0.653699994087,3
1389,Mount Aloysius College,0.361600011587,1
1390,Muhlenberg College,0.810699999332,4
1391,Neumann University,0.34319999814,1
1392,Pennsylvania State University-Penn State Erie-Behrend College,0.442799985409,2
1393,Pennsylvania State University-Penn State New Kensington,0.219400003552,1
1394,Pennsylvania State University-Penn State Shenango,0.128999993205,0
1395,Pennsylvania State University-Penn State Wilkes-Barre,0.25150001049,1
1396,Pennsylvania State University-Penn State Worthington Scranton,0.226799994707,1
1397,Pennsylvania State University-Penn State Lehigh Valley,0.298500001431,1
1398,Pennsylvania State University-Penn State Altoona,0.456699997187,2
1399,Pennsylvania State University-Penn State Beaver,0.214800000191,1
1400,Pennsylvania State University-Penn State Berks,0.33259999752,1
1401,Pennsylvania State University-Penn State Harrisburg,0.429899990559,2
1402,Pennsylvania State University-Penn State Brandywine,0.198500007391,0
1403,Pennsylvania State University-Penn State DuBois,0.271100014448,1
1404,Pennsylvania State University-Penn State Fayette- Eberly,0.328200012445,1
1405,Pennsylvania State University-Penn State Hazleton,0.33259999752,1
1406,Pennsylvania State University-Main Campus,0.655600011349,3
1407,Pennsylvania State University-Penn State Greater Allegheny,0.239999994636,1
1408,Pennsylvania State University-Penn State Mont Alto,0.253800004721,1
1409,Pennsylvania State University-Penn State Abington,0.233600005507,1
1410,Pennsylvania State University-Penn State Schuylkill,0.24279999733,1
1411,Pennsylvania State University-Penn State York,0.256700009108,1
1412,Peirce College,0.0,0
1413,Pennsylvania Academy of the Fine Arts,0.555599987507,2
1414,Pennsylvania College of Art and Design,0.354799985886,1
1415,University of Pennsylvania,0.868700027466,4
1416,Philadelphia University,0.491800010204,2
1417,The University of the Arts,0.544000029564,2
1418,Cairn University-Langhorne,0.13789999485,0
1419,University of the Sciences,0.657299995422,3
1420,University of Pittsburgh-Bradford,0.358000010252,1
1421,University of Pittsburgh-Greensburg,0.328299999237,1
1422,University of Pittsburgh-Johnstown,0.326599985361,1
1423,University of Pittsburgh-Pittsburgh Campus,0.652700006962,3
1424,Point Park University,0.507700026035,2
1425,The Restaurant School at Walnut Hill College,0.0716999992728,0
1426,Robert Morris University,0.457399994135,2
1427,Rosemont College,0.3492000103,1
1428,Saint Francis University,0.616500020027,3
1429,Saint Joseph's University,0.670099973679,3
1430,Saint Vincent College,0.683300018311,3
1431,University of Scranton,0.738799989223,3
1432,Seton Hill University,0.487599998713,2
1433,Shippensburg University of Pennsylvania,0.371800005436,1
1434,Slippery Rock University of Pennsylvania,0.490500003099,2
1435,Saint Charles Borromeo Seminary-Overbrook,0.833299994469,4
1436,Susquehanna University,0.712700009346,3
1437,Swarthmore College,0.887099981308,4
1438,Talmudical Yeshiva of Philadelphia,0.5,2
1439,Temple University,0.413300007582,2
1440,Thiel College,0.318599998951,1
1441,Ursinus College,0.78820002079,3
1442,University of Valley Forge,0.421799987555,2
1443,Villanova University,0.853699982166,4
1444,Washington & Jefferson College,0.721800029278,3
1445,Waynesburg University,0.51859998703,2
1446,West Chester University of Pennsylvania,0.437799990177,2
1447,Westminster College,0.709800004959,3
1448,Widener University,0.370499998331,1
1449,Wilkes University,0.445399999619,2
1450,Wilson College,0.287400007248,1
1451,Yeshivath Beth Moshe,0.0,0
1452,York College Pennsylvania,0.391400009394,1
1453,Brown University,0.845399975777,4
1454,Bryant University,0.734799981117,3
1455,Johnson & Wales University-Providence,0.439500004053,2
1456,Providence College,0.831799983978,4
1457,Rhode Island College,0.144600003958,0
1458,University of Rhode Island,0.385199993849,1
1459,Rhode Island School of Design,0.685800015926,3
1460,Roger Williams University,0.48219999671,2
1461,Salve Regina University,0.638499975204,3
1462,Northpoint Bible College,0.227300003171,1
1463,Allen University,0.0460000000894,0
1464,Anderson University,0.452499985695,2
1465,Charleston Southern University,0.20759999752,1
1466,Benedict College,0.151700004935,0
1467,Bob Jones University,0.593900024891,2
1468,Southern Wesleyan University,0.366200000048,1
1469,College of Charleston,0.549000024796,2
1470,Citadel Military College of South Carolina,0.590099990368,2
1471,Claflin University,0.318899989128,1
1472,Clemson University,0.609600007534,3
1473,Coker College,0.375,1
1474,Columbia International University,0.621999979019,3
1475,Columbia College,0.375499993563,1
1476,Converse College,0.544900000095,2
1477,Erskine College,0.441700011492,2
1478,Francis Marion University,0.15379999578,0
1479,Furman University,0.798399984837,3
1480,Lander University,0.29240000248,1
1481,Limestone College,0.134299993515,0
1482,Morris College,0.126699998975,0
1483,Newberry College,0.262600004673,1
1484,North Greenville University,0.395999997854,1
1485,Presbyterian College,0.582000017166,2
1486,University of South Carolina-Aiken,0.194999992847,0
1487,University of South Carolina-Beaufort,0.138799995184,0
1488,University of South Carolina-Columbia,0.556500017643,2
1489,Coastal Carolina University,0.25720000267,1
1490,South Carolina State University,0.149499997497,0
1491,University of South Carolina-Upstate,0.231600001454,1
1492,Voorhees College,0.184900000691,0
1493,Winthrop University,0.343300014734,1
1494,Wofford College,0.7132999897,3
1495,Augustana University,0.495299994946,2
1496,Black Hills State University,0.117399998009,0
1497,Dakota State University,0.179299995303,0
1498,Dakota Wesleyan University,0.348699986935,1
1499,Mount Marty College,0.488900005817,2
1500,National American University-Rapid City,0.0666999965906,0
1501,National American University-Sioux Falls,0.0,0
1502,Northern State University,0.195299997926,0
1503,Oglala Lakota College,0.0153999999166,0
1504,Presentation College,0.355899989605,1
1505,South Dakota School of Mines and Technology,0.216100007296,1
1506,South Dakota State University,0.291900008917,1
1507,Sinte Gleska University,0.0,0
1508,University of Sioux Falls,0.339199990034,1
1509,University of South Dakota,0.31819999218,1
1510,American Baptist College,0.10000000149,0
1511,Aquinas College,0.0714000016451,0
1512,Austin Peay State University,0.160199999809,0
1513,Baptist Memorial College of Health Sciences,0.431400001049,2
1514,Belmont University,0.560299992561,2
1515,Bethel University,0.212699994445,1
1516,Bryan College-Dayton,0.488299995661,2
1517,Carson-Newman University,0.362599998713,1
1518,Christian Brothers University,0.327800005674,1
1519,Cumberland University,0.22159999609,1
1520,Lipscomb University,0.448199987411,2
1521,East Tennessee State University,0.196700006723,0
1522,Fisk University,0.317799985409,1
1523,Welch College,0.206300005317,1
1524,Freed-Hardeman University,0.383100003004,1
1525,Johnson University,0.521700024605,2
1526,King University,0.418500006199,2
1527,South College,0.230800002813,1
1528,Lane College,0.192300006747,0
1529,Le Moyne-Owen College,0.0666999965906,0
1530,Lee University,0.392699986696,1
1531,Lincoln Memorial University,0.149800002575,0
1532,Martin Methodist College,0.4049000144,2
1533,Maryville College,0.404000014067,2
1534,Memphis College of Art,0.306899994612,1
1535,University of Memphis,0.151099994779,0
1536,Middle Tennessee State University,0.199300006032,0
1537,Milligan College,0.55680000782,2
1538,O'More College of Design,0.490599989891,2
1539,Rhodes College,0.743200004101,3
1540,Sewanee-The University of the South,0.757899999619,3
1541,Southern Adventist University,0.174899995327,0
1542,Tennessee Wesleyan University,0.30680000782,1
1543,The University of Tennessee-Chattanooga,0.16099999845,0
1544,The University of Tennessee-Knoxville,0.389299988747,1
1545,The University of Tennessee-Martin,0.201800003648,1
1546,Fountainhead College of Technology,0.285699993372,1
1547,Tennessee State University,0.102200001478,0
1548,Tennessee Technological University,0.228499993682,1
1549,Tennessee Temple University,0.152199998498,0
1550,Trevecca Nazarene University,0.398099988699,1
1551,Tusculum College,0.212699994445,1
1552,Union University,0.590300023556,2
1553,Vanderbilt University,0.875599980354,4
1554,Abilene Christian University,0.448799997568,2
1555,Angelo State University,0.14390000701,0
1556,Arlington Baptist College,0.20000000298,1
1557,The Art Institute of Houston,0.265599995852,1
1558,Austin College,0.7200999856,3
1559,Baylor University,0.54650002718,2
1560,Concordia University-Texas,0.192100003362,0
1561,Texas A & M University-Corpus Christi,0.195299997926,0
1562,Dallas Baptist University,0.379299998283,1
1563,Dallas Christian College,0.310299992561,1
1564,University of Dallas,0.633400022984,3
1565,Career Point College,0.0,0
1566,East Texas Baptist University,0.288100004196,1
1567,Texas A & M University-Commerce,0.310000002384,1
1568,South University-The Art Institute of Dallas,0.232400000095,1
1569,Hallmark University,0.0,0
1570,Hardin-Simmons University,0.363099992275,1
1571,Houston Baptist University,0.258100003004,1
1572,University of Houston-Downtown,0.028599999845,0
1573,University of Houston,0.182699993253,0
1574,Howard Payne University,0.351999998093,1
1575,Huston-Tillotson University,0.128499999642,0
1576,University of the Incarnate Word,0.194499999285,0
1577,Jarvis Christian College,0.0405000001192,0
1578,Lamar University,0.110299997032,0
1579,Texas A & M International University,0.198699995875,0
1580,LeTourneau University,0.347099989653,1
1581,Lubbock Christian University,0.286199986935,1
1582,University of Mary Hardin-Baylor,0.292600005865,1
1583,McMurry University,0.228900000453,1
1584,Midwestern State University,0.177300006151,0
1585,University of North Texas,0.258899986744,1
1586,Northwood University-Texas,0.287400007248,1
1587,Our Lady of the Lake University,0.218999996781,1
1588,The University of Texas Rio Grande Valley,0.170800000429,0
1589,Texas Southmost College,0.103000000119,0
1590,Paul Quinn College,0.0,0
1591,Prairie View A & M University,0.275200009346,1
1592,Rice University,0.818499982357,4
1593,Saint Edward's University,0.535799980164,2
1594,University of St Thomas,0.344700008631,1
1595,Sam Houston State University,0.289999991655,1
1596,Schreiner University,0.315800011158,1
1597,St. Mary's University,0.442999988794,2
1598,Southern Methodist University,0.673600018024,3
1599,Southwestern Assemblies of God University,0.146699994802,0
1600,Southwestern University,0.650399982929,3
1601,Stephen F Austin State University,0.237900003791,1
1602,Texas State University,0.266000002623,1
1603,Southwestern Adventist University,0.294600009918,1
1604,Southwestern Christian College,0.0,0
1605,Sul Ross State University,0.137799993157,0
1606,Tarleton State University,0.216600000858,1
1607,Texas A & M University-Kingsville,0.168200001121,0
1608,Texas A & M University-College Station,0.496300011873,2
1609,The University of Texas at Arlington,0.175699993968,0
1610,The University of Texas at Austin,0.522099971771,2
1611,The University of Texas at Dallas,0.507300019264,2
1612,The University of Texas at El Paso,0.121799997985,0
1613,The University of Texas at Tyler,0.258599996567,1
1614,Texas Christian University,0.587100028992,2
1615,Texas College,0.0168999992311,0
1616,Texas Lutheran University,0.310600012541,1
1617,The University of Texas of the Permian Basin,0.19580000639,0
1618,The University of Texas at San Antonio,0.107600003481,0
1619,Texas Southern University,0.0645999982953,0
1620,Texas Tech University,0.32570001483,1
1621,Texas Wesleyan University,0.209000006318,1
1622,Texas Woman's University,0.232999995351,1
1623,Trinity University,0.720600008965,3
1624,Wayland Baptist University,0.117899999022,0
1625,West Texas A & M University,0.225400000811,1
1626,Wiley College,0.0121999997646,0
1627,Brigham Young University-Provo,0.295700013638,1
1628,Brigham Young University-Hawaii,0.304100006819,1
1629,Broadview University-West Jordan,0.5,2
1630,Dixie State University,0.120700001717,0
1631,Eagle Gate College-Murray,0.181799992919,0
1632,ITT Technical Institute-Murray,0.0,0
1633,Everest College-Salt Lake City,0.0,0
1634,Southern Utah University,0.204099997878,1
1635,Stevens-Henager College,0.269199997187,1
1636,Stevens-Henager College,0.244599997997,1
1637,Utah State University,0.228900000453,1
1638,Utah Valley University,0.112999998033,0
1639,University of Utah,0.243699997663,1
1640,Weber State University,0.12120000273,0
1641,Westminster College,0.47499999404,2
1642,Bennington College,0.584200024605,2
1643,Burlington College,0.315800011158,1
1644,Castleton University,0.347799986601,1
1645,Champlain College,0.522099971771,2
1646,Goddard College,0.222200006247,1
1647,Green Mountain College,0.406399995089,2
1648,Johnson State College,0.186599999666,0
1649,Lyndon State College,0.203600004315,1
1650,Marlboro College,0.469900012016,2
1651,Middlebury College,0.888899981976,4
1652,New England Culinary Institute,0.438600003719,2
1653,Norwich University,0.499099999666,2
1654,Saint Michael's College,0.729300022125,3
1655,College of St Joseph,0.243900001049,1
1656,Southern Vermont College,0.243599995971,1
1657,Sterling College,0.407400012016,2
1658,Vermont Technical College,0.285699993372,1
1659,University of Vermont,0.656700015068,3
1660,Averett University,0.22650000453,1
1661,Bluefield College,0.362500011921,1
1662,Bridgewater College,0.55940002203,2
1663,College of William and Mary,0.829800009727,4
1664,Regent University,0.254500001669,1
1665,Christopher Newport University,0.550300002098,2
1666,Bryant & Stratton College-Virginia Beach,0.0,0
1667,Jefferson College of Health Sciences,0.209299996495,1
1668,Centura College-Virginia Beach,1.0,5
1669,Emory & Henry College,0.361000001431,1
1670,Eastern Mennonite University,0.491800010204,2
1671,Ferrum College,0.137700006366,0
1672,George Mason University,0.443899989128,2
1673,Hampden-Sydney College,0.631399989128,3
1674,Hampton University,0.410899996758,2
1675,Hollins University,0.58370000124,2
1676,James Madison University,0.651400029659,3
1677,Liberty University,0.290499985218,1
1678,Longwood University,0.447699993849,2
1679,Lynchburg College,0.425000011921,2
1680,Mary Baldwin University,0.363599985838,1
1681,University of Mary Washington,0.635599970818,3
1682,Marymount University,0.349000006914,1
1683,Norfolk State University,0.175699993968,0
1684,Old Dominion University,0.236499994993,1
1685,Radford University,0.432399988174,2
1686,Randolph-Macon College,0.534600019455,2
1687,Randolph College,0.361099988222,1
1688,University of Richmond,0.801900029182,4
1689,Roanoke College,0.570900022984,2
1690,Shenandoah University,0.363400012255,1
1691,Southern Virginia University,0.189700007439,0
1692,Strayer University-Virginia,0.0938000008464,0
1693,Sweet Briar College,0.621200025082,3
1694,The University of Virginia's College at Wise,0.229499995708,1
1695,Virginia Polytechnic Institute and State University,0.613399982452,3
1696,Virginia Commonwealth University,0.337099999189,1
1697,University of Virginia-Main Campus,0.874199986458,4
1698,Virginia Military Institute,0.537100017071,2
1699,Virginia University of Lynchburg,0.1738999933,0
1700,Virginia State University,0.234799996018,1
1701,Virginia Union University,0.139100000262,0
1702,Virginia Wesleyan College,0.422500014305,2
1703,Washington and Lee University,0.845799982548,4
1704,Sanford-Brown College-Tysons Corner,0.315800011158,1
1705,The Art Institute of Seattle,0.238700002432,1
1706,Central Washington University,0.26780000329,1
1707,Cornish College of the Arts,0.429300010204,2
1708,Eastern Washington University,0.198300004005,0
1709,The Evergreen State College,0.458999991417,2
1710,Gonzaga University,0.732800006866,3
1711,Heritage University,0.0196000002325,0
1712,Trinity Lutheran College,0.357100009918,1
1713,Northwest University,0.411500006914,2
1714,Pacific Lutheran University,0.522499978542,2
1715,University of Puget Sound,0.679000020027,3
1716,Saint Martin's University,0.314700007439,1
1717,Seattle Pacific University,0.605300009251,3
1718,Seattle University,0.601599991322,3
1719,Walla Walla University,0.203199997544,1
1720,Washington State University,0.415199995041,2
1721,University of Washington-Seattle Campus,0.612999975681,3
1722,Western Washington University,0.396299988031,1
1723,Whitman College,0.818000018597,4
1724,Whitworth University,0.649500012398,3
1725,Alderson Broaddus University,0.299400001764,1
1726,Appalachian Bible College,0.514299988747,2
1727,Bethany College,0.318699985743,1
1728,Bluefield State College,0.127399995923,0
1729,University of Charleston,0.262300014496,1
1730,Concord University,0.181600004435,0
1731,Davis & Elkins College,0.336499989033,1
1732,Fairmont State University,0.159600004554,0
1733,Glenville State College,0.101099997759,0
1734,Marshall University,0.246299996972,1
1735,Ohio Valley University,0.323900014162,1
1736,West Virginia University at Parkersburg,0.0681999996305,0
1737,Salem International University,0.109800003469,0
1738,Shepherd University,0.196299999952,0
1739,West Virginia State University,0.0529999993742,0
1740,West Liberty University,0.175500005484,0
1741,West Virginia University Institute of Technology,0.0741999968886,0
1742,West Virginia Wesleyan College,0.43979999423,2
1743,West Virginia University,0.329800009727,1
1744,Wheeling Jesuit University,0.544000029564,2
1745,Alverno College,0.111100003123,0
1746,Bellin College,0.5,2
1747,Beloit College,0.712199985981,3
1748,Cardinal Stritch University,0.209700003266,1
1749,Carroll University,0.401499986649,2
1750,Carthage College,0.537800014019,2
1751,Concordia University-Wisconsin,0.34580001235,1
1752,Edgewood College,0.362399995327,1
1753,ITT Technical Institute-Greenfield,0.363599985838,1
1754,Lakeland University,0.421099990606,2
1755,Lawrence University,0.66219997406,3
1756,Maranatha Baptist University,0.329600006342,1
1757,Marian University,0.362699985504,1
1758,Marquette University,0.591300010681,2
1759,Milwaukee Institute of Art & Design,0.497099995613,2
1760,Milwaukee School of Engineering,0.334399998188,1
1761,Mount Mary University,0.264400005341,1
1762,Northland International University,0.310000002384,1
1763,Northland College,0.405999988317,2
1764,Ripon College,0.514199972153,2
1765,Saint Norbert College,0.630900025368,3
1766,Silver Lake College of the Holy Family,0.27270001173,1
1767,Viterbo University,0.288100004196,1
1768,University of Wisconsin-Whitewater,0.269699990749,1
1769,University of Wisconsin-Eau Claire,0.290899991989,1
1770,University of Wisconsin-Green Bay,0.236000001431,1
1771,University of Wisconsin-La Crosse,0.324299991131,1
1772,Wisconsin Lutheran College,0.493299990892,2
1773,University of Wisconsin-Oshkosh,0.162699997425,0
1774,University of Wisconsin-Parkside,0.0839999988675,0
1775,Herzing University-Madison,0.329499989748,1
1776,University of Wisconsin-Stout,0.191699996591,0
1777,University of Wisconsin-Superior,0.19470000267,0
1778,University of Wisconsin-Madison,0.546599984169,2
1779,University of Wisconsin-Milwaukee,0.142900004983,0
1780,University of Wisconsin-Platteville,0.160099998116,0
1781,University of Wisconsin-River Falls,0.273999989033,1
1782,University of Wisconsin-Stevens Point,0.256199985743,1
1783,University of Wyoming,0.243699997663,1
1784,University of Guam,0.0864999964833,0
1785,Northern Marianas College,0.0,0
1786,American University of Puerto Rico,0.0315999984741,0
1787,American University of Puerto Rico,0.0847000032663,0
1788,Universidad Adventista de las Antillas,0.170200005174,0
1789,Atlantic University College,0.263999998569,1
1790,Universidad Central de Bayamon,0.00540000014007,0
1791,Caribbean University-Bayamon,0.082999996841,0
1792,Caribbean University-Carolina,0.10000000149,0
1793,Pontifical Catholic University of Puerto Rico-Arecibo,0.0,0
1794,Pontifical Catholic University of Puerto Rico-Ponce,0.0750999972224,0
1795,Universidad Teologica del Caribe,0.07689999789,0
1796,Colegio Universitario de San Juan,0.222200006247,1
1797,Universidad Metropolitana,0.0362999998033,0
1798,Puerto Rico Conservatory of Music,0.0,0
1799,EDP University of Puerto Rico Inc-San Sebastian,0.0833000019193,0
1800,Escuela de Artes Plasticas y Diseno de Puerto Rico,0.0153999999166,0
1801,Inter American University of Puerto Rico-San German,0.132400006056,0
1802,Inter American University of Puerto Rico-Aguadilla,0.102700002491,0
1803,Inter American University of Puerto Rico-Arecibo,0.121799997985,0
1804,Inter American University of Puerto Rico-Barranquitas,0.21969999373,1
1805,Inter American University of Puerto Rico-Metro,0.188299998641,0
1806,Inter American University of Puerto Rico-Ponce,0.109999999404,0
1807,Inter American University of Puerto Rico-Fajardo,0.0672999992967,0
1808,Inter American University of Puerto Rico-Guayama,0.123199999332,0
1809,Inter American University of Puerto Rico-Bayamon,0.0803000032902,0
1810,National University College-Bayamon,0.114100001752,0
1811,National University College-Arecibo,0.154799997807,0
1812,University of Puerto Rico-Aguadilla,0.0476000010967,0
1813,University of Puerto Rico-Arecibo,0.0646999999881,0
1814,University of Puerto Rico-Bayamon,0.137999996543,0
1815,University of Puerto Rico-Carolina,0.192100003362,0
1816,University of Puerto Rico-Cayey,0.0482000000775,0
1817,University of Puerto Rico-Humacao,0.0551999993622,0
1818,University of Puerto Rico-Utuado,0.0255999993533,0
1819,University of Puerto Rico-Mayaguez,0.0359000004828,0
1820,University of Puerto Rico-Ponce,0.0772999972105,0
1821,University of Puerto Rico-Rio Piedras,0.17159999907,0
1822,Universidad del Este,0.0296999998391,0
1823,Universidad del Sagrado Corazon,0.0579000003636,0
1824,Universidad Central Del Caribe,0.0,0
1825,Universidad Politecnica de Puerto Rico,0.0127999996766,0
1826,Pontifical Catholic University of Puerto Rico-Mayaguez,0.0093999998644,0
1827,Universidad del Turabo,0.0103000001982,0
1828,University of the Virgin Islands,0.111100003123,0
1829,Stanford University,0.762199997902,3
1830,Purdue University-Main Campus,0.45269998908,2
1831,EDP University of Puerto Rico Inc-San Juan,0.0588000006974,0
1832,Widener University-Delaware Law School,0.5,2
1833,Vatterott College-Berkeley,1.0,5
1834,St. John's College,0.43520000577,2
1835,Bais Medrash Elyon,0.0,0
1836,Antioch University-Seattle,0.0,0
1837,Mid-America Christian University,0.243599995971,1
1838,Platt College-Tulsa,0.5,2
1839,Beckfield College-Florence,0.0,0
1840,National American University-Independence,0.0,0
1841,Yeshiva Gedolah of Greater Detroit,0.0,0
1842,National American University-Albuquerque,0.0,0
1843,ECPI University,0.315800011158,1
1844,South University-Columbia,0.117600001395,0
1845,Everest University-Brandon,0.246800005436,1
1846,Platt College-Aurora,0.75,3
1847,Kaplan University-Davenport Campus,0.108099997044,0
1848,Christian Life College,0.0,0
1849,ITT Technical Institute-Arlington Heights,0.333299994469,1
1850,Skyline College-Roanoke,0.600000023842,3
1851,New College of Florida,0.572099983692,2
1852,Le Cordon Bleu College of Culinary Arts-Scottsdale,0.649999976158,3
1853,Yeshivah Gedolah Rabbinical College,0.0,0
1854,Caribbean University-Ponce,0.147799998522,0
1855,Caribbean University-Vega Baja,0.145500004292,0
1856,University of Advancing Technology,0.222800001502,1
1857,Pennsylvania College of Technology,0.308699995279,1
1858,Southern Technical College,0.0500000007451,0
1859,ITT Technical Institute-Knoxville,0.214300006628,1
1860,California State University-San Marcos,0.121899999678,0
1861,Argosy University-Hawaii,0.666700005531,3
1862,Kaplan University-Des Moines Campus,0.0,0
1863,McNally Smith College of Music,0.315800011158,1
1864,Colorado Heights University,0.470600008965,2
1865,Hodges University,0.10000000149,0
1866,Everest University-Lakeland,0.333299994469,1
1867,Argosy University-Atlanta,0.0,0
1868,Nossi College of Art,0.428600013256,2
1869,ITT Technical Institute-Norfolk,0.181799992919,0
1870,ITT Technical Institute-Albuquerque,0.0,0
1871,Remington College-Honolulu Campus,0.600000023842,3
1872,Yeshiva Gedolah Imrei Yosef D'spinka,0.0,0
1873,Northwest College of Art & Design,0.0,0
1874,University of Washington-Bothell Campus,0.379500001669,1
1875,University of Washington-Tacoma Campus,0.411100000143,2
1876,Pacific College of Oriental Medicine-San Diego,0.0,0
1877,University of Phoenix-Utah,0.0077999997884,0
1878,Baker College of Port Huron,0.0,0
1879,Westwood College-Aurora Campus,0.177799999714,0
1880,ITT Technical Institute-San Bernardino,0.0714000016451,0
1881,University of Phoenix-Puerto Rico,0.0286999996752,0
1882,Beacon College,0.478300005198,2
1883,University of the Potomac-Washington DC Campus,0.0,0
1884,Rabbi Jacob Joseph School,0.0,0
1885,Everglades University,0.366200000048,1
1886,Herzing University-Winter Park,0.0,0
1887,College of Biblical Studies-Houston,0.0,0
1888,Everest University-South Orlando,0.25,1
1889,Watkins College of Art Design & Film,0.12120000273,0
1890,Mt Sierra College,0.0,0
1891,Southern California Institute of Technology,0.717700004578,3
1892,Soka University of America,0.700800001621,3
1893,World Mission University,0.0908999964595,0
1894,Colorado Technical University-Sioux Falls,0.0938000008464,0
1895,Southwest University of Visual Arts-Albuquerque,0.72729998827,3
1896,Baker College of Auburn Hills,0.0,0
1897,Baker College of Clinton Township,0.0,0
1898,Schiller International University,0.142900004983,0
1899,Baker College of Cadillac,0.0,0
1900,Yeshivas Novominsk,0.0,0
1901,Rabbinical College of Ohr Shimon Yisroel,0.0,0
1902,University of Phoenix-New Mexico,0.0120000001043,0
1903,Westwood College-Dupage,0.246000006795,1
1904,Arizona State University-West,0.42199999094,2
1905,Minnesota School of Business-Brooklyn Center,0.181799992919,0
1906,Brown Mackie College-Fort Wayne,0.0217000003904,0
1907,Florida National University-Main Campus,0.639999985695,3
1908,ITT Technical Institute-Fort Lauderdale,1.0,5
1909,South Texas College,0.0,0
1910,California State University-Monterey Bay,0.165700003505,0
1911,Argosy University-The Art Institute of California-Hollywood,0.184200003743,0
1912,Capella University,0.0,0
1913,ITT Technical Institute-Oxnard,0.0,0
1914,ITT Technical Institute-Greenville,0.0666999965906,0
1915,ITT Technical Institute-Cordova,0.0500000007451,0
1916,Baker College of Jackson,0.0741000026464,0
1917,ITT Technical Institute-Bessemer,0.0,0
1918,ITT Technical Institute-Orland Park,0.0,0
1919,Baker College Center for Graduate Studies,0.10000000149,0
1920,Johnson & Wales University-North Miami,0.264699995518,1
1921,Trine University-Regional/Non-Traditional Campuses,0.0,0
1922,Messenger College,0.0,0
1923,Argosy University-Washington DC,0.0,0
1924,Everest University-Melbourne,0.20000000298,1
1925,University of Phoenix-Hawaii,0.0,0
1926,Virginia College-Birmingham,0.0138999996707,0
1927,Virginia College-Huntsville,1.0,5
1928,Yeshiva D'monsey Rabbinical College,0.0,0
1929,Arizona State University-Polytechnic,0.360700011253,1
1930,Argosy University-Schaumburg,1.0,5
1931,Embry-Riddle Aeronautical University-Worldwide,0.182899996638,0
1932,Argosy University-Tampa,0.166700005531,0
1933,The Illinois Institute of Art-Schaumburg,0.467200011015,2
1934,The Art Institute of Phoenix,0.258100003004,1
1935,ITT Technical Institute-Henderson,0.0,0
1936,Colorado Technical University-Greenwood Village,0.212099999189,1
1937,Strayer University-Maryland,0.0666999965906,0
1938,ITT Technical Institute-Hialeah,0.13789999485,0
1939,New Hampshire Institute of Art,0.465299993753,2
1940,Yeshiva of the Telshe Alumni,0.0,0
1941,University of Phoenix-Washington,0.0227000005543,0
1942,University of Phoenix-Oregon,0.0,0
1943,Argosy University-The Art Institute of California-Los Angeles,0.172900006175,0
1944,Western Governors University,0.0732000023127,0
1945,Herzing University-Kenner,0.0,0
1946,Florida Gulf Coast University,0.235699996352,1
1947,ITT Technical Institute-Arnold,0.0,0
1948,ITT Technical Institute-Oak Brook,0.0,0
1949,University of Phoenix-Maryland,0.0,0
1950,Argosy University-Phoenix,0.0,0
1951,Vatterott College-Sunset Hills,1.0,5
1952,Argosy University-Orange County,0.0,0
1953,National American University-Bloomington,0.0,0
1954,International Baptist College and Seminary,0.125,0
1955,University of Connecticut-Tri-Campus,0.279599994421,1
1956,University of Connecticut-Avery Point,0.294600009918,1
1957,University of Connecticut-Stamford,0.211899995804,1
1958,ITT Technical Institute-Saint Rose,1.0,5
1959,ITT Technical Institute-Richmond,0.5,2
1960,ITT Technical Institute-Lathrop,0.375,1
1961,Westwood College-Anaheim,0.328500002623,1
1962,Stevens-Henager College,0.270799994469,1
1963,Stratford University,0.0,0
